adjective,1,1,n. 形容词 adj. 形容词的；从属的 adjective: 形容词|附属的|形容辞 adjective color: 间接染料 verbal adjective: 口头的|动词性形容词|动状词
adjoin,1,1,"vt. 贴近,与…毗连"
adjust,0,1,vt. 调整，使…适合；校准 vi. 调整，校准；适应 Adjust: 调整|调节|校正 adjust screw: 调整螺钉 Adjust Register: 刀长补寄存器
administrate,1,1,vt. 管理；经营，实施[过去式administrated&nbsp;&nbsp;过去分词administrated&nbsp;&nbsp;现在分词administrating&nbsp;&nbsp;]    
administer,1,1,"vt. 掌管,料理…的事务;实施;给予,派给,投(药)"
admire,0,1,vt. 钦佩；赞美 vi. 钦佩；称赞 Admire: 钦佩的|叹赏|慕情 Admire Max: 大赏识 admire:: 羡慕
admission,0,1,n. 承认；入场费；进入许可；坦白；录用 admission: 录取|允许进入|进气 admission valve: 进气阀|进浆阀|进汽阀 Admission office: 住院处|入院处|招生办公室
adolescent,1,1,n. 青少年    
adopt,0,1,vi. 采取；过继 vt. 采取；接受；收养；正式通过 adopt: 采用|收养|采纳 ADPT Adopt: 采用 Adopt Me: 收留我
adoption,0,1,n. 采用；收养；接受 
adult,0,1,n. 成年人 adj. 成年的；成熟的 adult: 成人|成年人|成虫 Adult Contemporary: 成人时代|成人当代|成人抒情榜 Young Adult: 年轻人|青少年|年轻成人
advance,0,1,n. 发展；前进；增长；预付款 adj. 预先的；先行的 vt. 提出；预付；使……前进；将……提前 vi. 前进；进展；上涨 advance: 前进|预付款项|进步 advance sample: 预样|先发样本|先发样品 advance works: 前期工程|早期工程|房屋地政
advantage,0,1,n. 优势；利益；有利条件 vt. 有利于；使处于优势 vi. 获利 Advantage: 优点|利益|优势分 to advantage: 有利的|更加|有效地 advantage out: 接球占先|接球紫|接球人领先
advantageous,1,1,adj. 有利的；有益的 
adventure,1,1,n. 冒险；冒险精神；投机活动 vt. 冒险；大胆说出 vi. 冒险 Adventure: 冒险|惊险效果|投机经营 Adventure learning: 探险学习法|探险学习|探索学习 adventure film: 惊险片|冒险片
adverb,2,1,n. 副词 adj. 副词的 adverb: 副词 relative adverb: 关系副词|关 degree adverb: 程度副词
advertise,0,1,vt. 通知；为…做广告；使突出 vi. 做广告，登广告；作宣传
advisable,0,1,adj. 明智的，可取的，适当的 advisable: 可取的|适当的|明智的 advisable for: 对……适宜 advisable:: 可能的
aeroplane,0,1,n. 飞机（等于airplane） Aeroplane: 飞机|松鼠飞机|航空 aeroplane photography: 航空摄影|航空照相术 aeroplane carrier: 航空母舰
esthetic,1,1,adj. 感觉的；审美的（等于aesthetic） n. 美学；审美家；唯美主义者
affair,0,1,n. 事情；事务；私事；（尤指关系不长久的）风流韵事 affair: 绯闻|事务|事情 examination affair: 审查事务 civil affair: 民政
affect,0,1,n. 情感；引起感情的因素 vt. 影响；感染；感动；假装 vi. 倾向；喜欢 affect: 感动|情感|影响 Affect Region: 影响区域|面域影响|可以在物体表面子物体级上产生变形 affect v: 影响|假装
affection,0,1,n. 喜爱，感情；影响；感染 affection: 情感|友情|感情 masked affection: 掩饰性情感 Affection Zheng: 古筝新奏
affiliate,1,1,n. 联号；隶属的机构等 vt. 使附属；接纳；使紧密联系 vi. 参加，加入；发生联系
affirm,1,1,vt. 肯定；断言 vi. 确认；断言
affirmative,0,1,n. 肯定语；赞成的一方 adj. 肯定的；积极的 
afraid,3,1,adj. 害怕的；恐怕；担心的 afraid: 害怕|担心|犯愁的 not afraid: 不怕|没在怕|空降全美冠军首波主打 afraid of: 害怕
Africa,1,1,n. 非洲 Africa: 非洲|非州|阿非利加 North Africa: 北非|北非地区|今非洲北部 SOUTH AFRICA: 南非地区|南非共和国|南非南非
agenda,0,1,n. 议程；日常工作事项
agent,1,1,n. 代理人，代理商；药剂；特工 adj. 代理的 vt. 由…作中介；由…代理 agent: 代理人|代理商|承销人 Purchasing Agent: 采购员|采购代理|购买经纪人 foaming agent: 发泡剂|起泡剂|泡沫剂
aggressive,0,1,adj. 侵略性的；好斗的；有进取心的；有闯劲的 aggressive: 有进取心的|咄咄逼人|积极的 aggressive assembly: 进取性钻具组合 Aggressive Inline: 花样溜冰|攻击性的线内|直排滑轮
ago,0,1,adj. 以前的；过去的 adv. 以前，以往 ago: 以前|安省美术馆(Art Gallery Of Ontario) ago long: 不久以后 Years Ago: 百年以前|五年前
agony,0,1,n. 苦恼；极大的痛苦；临死的挣扎 agony: 濒死痛苦|痛苦|苦恼 agony aunt: 知心大姐|知心姐姐|焦虑大嫂 in agony: 疼痛
agree,0,1,vi. 同意；意见一致 vt. 同意；赞成；承认 agree: 同意|赞成|我同意 agree:: 同意|赞同 agree upon: 意见一致
agreeable,0,1,adj. 令人愉快的；适合的；和蔼可亲的
agreement,0,1,n. 协议；同意，一致 agreement: 协议|协定|要加入就必须同意 bilateral agreement: 双边协定|双边协议|工业贸易 agency agreement: 代理协议|通汇合约|代理
agricultural,1,1,adj. 农业的；农艺的 
agriculture,1,1,n. 农业；农艺，农学 agriculture: 农学|农业科学|农学院 precision agriculture: 精准农业|精确农业|精细农业 profitable agriculture: 效益农业
aid,1,1,n. 援助；帮助；助手；帮助者 vt. 援助；帮助；有助于 vi. 帮助 AID: 供精人工授精|人工授精|援助 Foreign Aid: 对外援助|外援|国外援助 mutual aid: 相互援助|相互帮助|责任区边界互援计划
aim,0,1,n. 目的；目标；对准 vt. 目的在于；引导；把…对准 vi. 打算；对准目标 AIM: 即时通(Aol Instant Messenger)|目标 aim at: 瞄准|目的在于|企图 Blessed Aim: 祝福瞄准
air,0,1,n. 空气，大气；天空；样子；曲调 vt. 使通风，晾干；夸耀 vi. 通风 Air: 空气|执行环境(Adobe Integrated Runtime)|鸟之诗 air freight: 空运费|航空|空运 air filter: 空气过滤器|冬菇头|隔尘网
alcohol,1,1,n. 酒精，乙醇 alcohol: 乙醇|酒精|含酒精 alcohol dehydrogenase: 醇脱氢酶|高效的乙醇脱氢酶|乙醇脱氢酶 Isopropyl alcohol: 异丙醇|异丙基醇|等丙醇
alert,0,1,n. 警戒，警惕；警报 adj. 警惕的，警觉的；留心的 vt. 警告；使警觉，使意识到 
alien,0,1,n. 外国人，外侨；外星人 adj. 外国的；相异的，性质不同的；不相容的 vt. 让渡，转让
alike,0,1,adj. 相似的；相同的 adv. 以同样的方式；类似于 alike: 相同的|一样的|同样程度的 Share Alike: 相同方式分享|平均分摊|相同方式共享 not alike: 不同
alive,1,1,adj. 活着的；活泼的；有生气的 alive: 活着的|活的|重生 bury alive: 活埋 Staying Alive: 龙飞凤舞|生龙活虎|周末狂欢
allege,1,1,vt. 宣称，断言；提出…作为理由
alleviate,1,1,vt. 减轻，缓和
alliance,1,1,n. 联盟，联合；联姻
allocate,0,1,vt. 分配；拨出；使坐落于 vi. 分配；指定
allow,0,1,vi. 容许；考虑 vt. 允许；给予；认可 allow: 允许|留出时间|给予 allow of: 容许|容许有……的可能|容得 allow into: 允许进入
alloy,0,1,n. 合金 vt. 使成合金；使减低成色 vi. 易于铸成合金 alloy: 合金|铝合金|合金合铸 eutectic alloy: 共晶合金|低共熔合金|易熔合金 fusible alloy: 易熔合金|易溶合金
ally,1,1,n. 同盟国；伙伴；同盟者；助手 vt. 使联盟；使联合 vi. 联合；结盟
alone,0,1,adj. 独自的；单独的；孤独的 adv. 独自地；单独地 Alone: 一个人|独自一人|连体阴 let alone: 更别提|不打扰|不碰 let  alone: 更不用说|不干涉|听其自然
alphabet,0,1,n. 字母表，字母系统；入门，初步 alphabet: 字母|字母表|初步 Finger alphabet: 指语字母|手语|语字母 phonetic alphabet: 音标|音标字母
alter,0,1,vt. 改变，更改 vi. 改变；修改 alter: 改变|修改|转换 ALTER table: 修改表|更改表|增加表列 alter self: 变身术
alteration,0,1,n. 修改，改变；变更 
alternative,0,1,n. 二中择一；供替代的选择 adj. 供选择的；选择性的；交替的 alternative: 替换物|二者择一的|两者挑一的 alternative medicine: 替代医学|另类疗法|另类医学 alternative uses: 改换用途地使用|多种用途|为它找个替身
although,1,1,conj. 虽然，尽管 although: 尽管|虽然|即使 ALTHO ALTHOUGH: 虽然 ALTHO  Although: 尽管
altitude,1,1,n. 高地；高度；[数] 顶垂线；（等级和地位等的）高级 altitude: 高度|海拔|顶垂线 altitude circle: 等高圈|地平纬圈|高度圈 altitude sickness: 高空病|高原反应|高原病
altogether,0,1,n. 整个；裸体 adv. 完全地；总共；总而言之 altogether: 总共|完全地|总之 taken altogether: 大体 Altogether worthy: 全然配受赞美
aluminum,1,1,n. 铝    
aluminium,1,1,n. 铝 adj. 铝的 Aluminium: 铝|铝镁砖|铝合金 aluminium primer: 木铝丹|铝粉底漆|铝粉打底料 aluminium powder: 铝粉|银粉|铝银粉
always,0,1,adv. 永远，一直；总是；常常 Always: 总是|那么爱你为什么|直到永远 alert always: 随时报警|随时警告 Always Somewhere: 总在某处|蝎子乐队|总是某处
amateur,1,1,n. 爱好者；业余爱好者；外行 adj. 业余的；外行的
amaze,0,1,vt. 使吃惊 amaze: 吃惊|使吃惊|惊奇 amaze:: 使……吃惊 aMaze!: 滚动钢珠
ambassador,1,1,n. 大使；代表；使节
ambiguous,0,1,adj. 模糊不清的；引起歧义的
ambition,0,1,n. 野心，雄心；抱负，志向 vt. 追求；有…野心 ambition: 志向|雄心|野心 On Ambition: 论志向 ambition n: 抱负|雄心
ambitious,0,1,adj. 野心勃勃的；有雄心的；热望的；炫耀的
ampere,1,1,n. 安培（计算电流强度的标准单位） ampere: 电流安培|安培|电流安培梢 ampere bour: 安时 megavolt ampere: 兆伏安
ample,0,1,adj. 丰富的；足够的；宽敞的
amplifier,1,1,n. [电子] 放大器，扩大器；扩音器 
amplify,0,1,vt. 放大，扩大；增强；详述 vi. 详述 amplify: 放大|加强|扩展 Amplify Curse: 增幅诅咒|增强诅咒|诅咒增幅 amplify on: 引伸
amuse,0,1,vt. 娱乐；消遣；使发笑；使愉快 amuse: 使发笑|使愉快|使欢乐 Amuse us: 娱乐我们 amuse:: 使……愉快
analog,0,1,n. [自] 模拟；类似物 adj. [自] 模拟的；有长短针的 
analogy,1,1,n. 类比；类推；类似
analysis,0,1,n. 分析；分解；验定 analysis: 分析|解析|分解 Functional Analysis: 泛函分析|函数分析|功能分析 sensitivity analysis: 敏感性分析|灵敏度分析|敏感度分析
analyze,1,1,"vt. 分析，分解近义：diagnose, examine[过去式analyzed&nbsp;&nbsp;过去分词analyzed&nbsp;&nbsp;现在分词analyzing&nbsp;&nbsp;]    "
analyse,0,1,vt. 分析；分解；细察 Analyse: 追根究底|分析|音乐分析 Analyse This: 老大靠边闪 neutronic analyse: 中子分析
ancestor,0,1,n. 始祖，祖先；被继承人 ancestor: 祖先|始祖|前辈结点 ancestor variety: 始祖变体 Ancestor Cuirass: 祖传胸甲
anchor,0,1,n. 锚；抛锚停泊；靠山；新闻节目主播 adj. 末捧的；最后一棒的 vt. 抛锚；使固定；主持节目 vi. 抛锚 Anchor: 锚|锚点|锚竿支撑 anchor:: 新闻主播|壁虎|锚点 anchor plate: 锚定板|锚碇板|锚板
ancient,0,1,n. 古代人；老人 adj. 古代的；古老的，过时的；年老的 ancient: 古老的|古代的|远古的 Ancient Isle: 珍爱纪事|珍爱记事|真爱纪事 ancient landform: 古地形
animal,1,1,n. 动物 animal: 动物|斗兽棋|属相 Animal Farm: 动物庄园|动物农庄|动物农场 wild animal: 野兽|野生动物|野生
ankle,1,1,n. 踝关节，踝 ankle: 足裸|踝关节|脚踝 ankle boot: 短靴|踝靴|足果靴 Ankle Fracture: 踝部骨折
anniversary,1,1,n. 周年纪念日
announce,1,1,vt. 宣布；述说；预示；播报 vi. 宣布参加竞选；当播音员 announce: 宣布|正式宣布|通知 ANCE  Announce: 通知 publicly announce: 公布
announcer,1,1,n. [广播] 广播员；宣告者 Announcer: 播音员|讲解员|广播员 call announcer: 呼叫指示器|忙线宣告器 voice announcer: 报音器
annoy,0,1,n. 烦恼（等于annoyance） vt. 骚扰；惹恼；打搅 vi. 惹恼；令人讨厌；打搅 annoy: 打扰|使烦恼|使恼怒 annoy disturb: 搅扰 annoy users: 惹恼使用者
annual,0,1,n. 年刊，年鉴；一年生植物 adj. 年度的；每年的 annual: 年刊|年的|周年的 annual report: 年报|年度报告|决算书 annual circulation: 图书流通率|年流通量|流通率
anonymous,2,1,adj. 匿名的，无名的；无个性特征的
another,0,1,prep. 另一个；另一个人 adj. 又一，另一；另外的；不同的 pron. 另一个；又一个 another: 另一个|另外的|另一 Another Year: 又一年|另一年|另外一年 once another: 相互
answer,0,1,n. 回答；答案；答辩 vt. 回答；符合 vi. 回答；符合 answer: 答案|回答|应答 Answer Key: 答案|答案要点|练习解答 Answer Sheet: 答题纸|答案纸|答题卡
ant,0,1,n. 蚂蚁 ant: 蚂蚁|天线|安特 male ant: 雄蚁 ROD ANT: 拉杆天线
antarctic,0,1,n. 南极洲；南极地区 adj. 南极的；[地理] 南极地带的
antenna,1,1,n. 天线；触角，触须
anticipate,0,1,vt. 预期，期望；占先，抢先；提前使用 anticipate: 提前使用|预见|预先考虑 anticipate interest: 预期利息 ANTICIPATE V: 期望|预料
anxiety,1,1,n. 焦虑；渴望；挂念；令人焦虑的事 Anxiety: 焦虑|忧虑|焦虑症 Anxiety Disorder: 焦虑症|焦虑性障碍|焦虑症候群 social anxiety: 社交焦虑症|社会焦虑|社交焦虑
anxious,0,1,adj. 焦虑的；担忧的；渴望的；急切的 anxious: 关心的|忧虑的|担心的 anxious about: 对……着急|为……担心|忧虑的 anxious for: 渴望|急需|急于做
any,0,1,adj. 任何的；所有的；丝毫 pron. 任何；任何一个；若干 adv. 稍微；少许 any: 所有元素非全零为真|任何|一些 hardly any: 几乎没有|几乎什么也不 Any Love: 爱的机会|任何爱
apart,2,1,adj. 分离的；与众不同的 adv. 相距；与众不同地；分离着 apart: 分开|分离|相间隔 tell apart: 区分|分辨|辨别 apart  from: 除……之外
apartment,0,1,n. 公寓；房间 Apartment: 公寓|寓所|房间 apartment building: 公寓大楼|公寓建筑|宿舍楼 garden apartment: 花园公寓|花园大厦
apologize,0,1,vi. 道歉；辩解；赔不是 vt. 道歉；谢罪；辩白 apologize: 道歉|对不起|谢罪 apologize for: 为……而道歉|道歉|认错 apologize to: 道歉|认错
apology,0,1,n. 道歉；谢罪；辩护；勉强的替代物 apology: 道歉|辩护|认错 Apology Letter: 致歉信 public apology: 公开道歉
apparatus,1,1,n. 装置，设备；仪器；器官 apparatus: 仪器|装置|设备 breathing apparatus: 呼吸器|呼吸器具|呼吸机 Sensitive Apparatus: 敏感器件|敏捷器件
apparent,1,1,adj. 显然的；表面上的 apparent: 明显的|透明的|外观 apparent expansion: 视膨胀|表观膨胀|视在膨胀 apparent density: 表观密度|堆积密度|视密度
appeal,0,1,n. 呼吁，请求；吸引力，感染力；上诉；诉诸裁判 vt. 将…上诉，对…上诉 vi. 呼吁，恳求；上诉；诉诸，求助；有吸引力，迎合爱好；（体育比赛中）诉诸裁判 appeal: 上诉|呼吁|申诉 appeal for: 魅力|请求|吸引力 Appeal Board: 上诉委员会|上诉小组|公务员事务
appear,0,1,vi. 出现；显得；似乎；出庭 appear: 出现|似乎|来到 appear vi: 出现 appear vividly: 跃然
appearance,1,1,n. 外貌，外观；出现，露面 appearance: 外观|外观疵点|投案 Personal Appearance: 相貌 heel appearance: 后跟外观
appendix,1,1,n. 附录；阑尾；附加物
appetite,1,1,n. 食欲；嗜好 appetite: 胃口|食欲|欲望 Risk Appetite: 风险偏好|风险胃纳|风险胃纳量 appetite disorder: 食欲失常|食欲障碍
applaud,1,1,vt. 赞同；称赞；向…喝采 vi. 喝彩；鼓掌欢迎
applause,1,1,n. 欢呼，喝采；鼓掌欢迎
appliance,2,1,n. 器具；器械；装置 appliance: 设备|器具|装置 electric appliance: 电器|家用电器|电气七 safety appliance: 安全装置|保险装置|安全设备
applicable,0,1,adj. 可适用的；可应用的；合适的 applicable: 适用的|可以应用的|合适的 applicable law: 适用法律|准据法|可适用的法律准据法 Applicable wires: 适用线规
application,0,1,n. 应用；申请；应用程序；敷用 Application: 用途|应用|应用程序 Application Form: 申请表格|申请表|申请书 Application Server: 应用服务器|应用程序服务器|应用伺服器
appraisal,1,0,n. 评价；估价（尤指估价财产，以便征税）；估计
appreciable,0,0,adj. 可感知的；可评估的；相当可观的
appreciate,0,0,vi. 增值；涨价 vt. 欣赏；感激；领会；鉴别 appreciate: 感激|地方|赏识 highly appreciate: 充分肯定 appreciate leaves: 赏叶底
apprehension,0,0,n. 忧虑;理解;被捕
approach,0,0,n. 方法；途径；接近 vt. 接近；着手处理 vi. 靠近 approach: 处理|对待|接近 Audit approach: 审计法|审计靠近|审计方法 Analytic approach: 分析法|分析性课程大纲设计法|以解析法
appropriate,0,0,adj. 适当的 vt. 占用；拨出 appropriate: 适当的|拨|恰当的 appropriate authorities: 有关当局|主管当局 appropriate to: 适合的|恰当的
approval,0,0,n. 批准；认可；赞成 approval: 批准|认可|赞成 project approval: 项目许可|立项|项目批准 approval procedure: 批准程序|审核手续|批准程式
approve,0,0,vi. 批准；赞成；满意 vt. 批准；赞成；为…提供证据 approve: 认可|批准|比赛结束之署名 APV Approve: 批准 approval approve: 批准
approximately,0,0,adv. 大约，近似地；近于 approximately: 大概|大约|近似 approximately semicontinuous: 近似半连续的 Approximately firm: 大致坚稳
April,0,0,n. 四月 April: 四月|阿普里尔|艾谱莉 Drizzling April: 月|希 Another April: 又是四月|另外一个四月
apt,0,0,adj. 恰当的；有…倾向的；灵敏的
Arabian,0,0,n. 阿拉伯人 adj. 阿拉伯的；阿拉伯人的 Arabian: 阿拉伯|超级阿拉伯|阿拉伯马 Arabian Press: 阿拉伯式压击 Arabian skirt: 阿拉伯衬衣
arbitrary,0,0,adj. [数] 任意的；武断的；专制的 Arbitrary: 任意角度|任意的|仲裁 arbitrary amount: 临时款项 arbitrary projection: 任意投影
arch,0,0,n. 弓形，拱形；拱门 adj. 主要的 vt. 使…弯成弓形；用拱连接 vi. 拱起；成为弓形
architect,0,0,n. 建筑师
architecture,0,0,n. 建筑学；建筑风格；建筑式样 architecture: 建筑学|架构|建筑 Elementary Architecture: 建筑初步|建筑入门 network architecture: 网络体系结构|网络结构|网络架构
arctic,0,0,n. 北极圈；御寒防水套鞋 adj. 北极的；极寒的
area,0,0,n. 区域，地区；面积；范围 area: 面积|区域|区域图 surface area: 表面积|表面面积|曲面面积 goal area: 小禁区|球门区|小
argue,0,0,vi. 争论，辩论；提出理由 vt. 辩论，争论；证明；说服 argue: 争论|争辩|主张 argue about: 争论|议论某事|辩论某事 argue into: 劝使做某事
argument,0,0,n. 论证；论据；争吵；内容提要 argument: 参数|论点|赞成 teleological argument: 目的论论点|目的论|目的论的证明 Invalid argument: 非法参数|出现非法操作
arise,0,0,vi. 出现；上升；起立 arise: 出现|发生|由 arise from: 由…产生的|产生|由…带来的 Vengeance Arise: 杀途
arithmetic,0,0,n. 算术，算法 arithmetic: 算术|四则运算|计算 arithmetic mean: 算术均数|算术中顶|等差中顶 arithmetic operator: 算术算符|算术操作数|算术运算符
arm,0,0,n. 手臂；武器；袖子；装备 vt. 武装；备战 vi. 武装起来 arm: 臂部|摇杆|Advanced RISC Machines arm extension: 背后直臂上举|电极臂伸出长度|臂杆 arm rest: 臂架|臂靠|拾音器臂架
army,0,0,n. 陆军，军队 army: 军队|陆军|颜昌军 Army Men: 玩具兵大战|玩具军人|玩具奇兵 army duck: 军用帆布|水陆两用军车|水陆两用车
around,0,0,prep. 四处；在…周围 adv. 大约；到处；在附近 around: 四野|在附近|附近 get around: 有办法应付局面|走动|规避 Around China: 中国各地|各地
arouse,0,0,vt. 引起；唤醒；鼓励 vi. 激发；醒来；发奋 arouse: 激发|引起|唤醒 to arouse: 引起 arouse to: 搬到
arrange,0,0,vi. 安排；排列；协商 vt. 安排；排列；整理 Arrange: 排列|安排|处理 Arrange Linked: 对齐链接图层|对齐连结图层|对齐链结图层 arrange for: 安排|准备|安置
array,0,0,n. 数组，阵列；排列，列阵；大批，一系列；衣服 vt. 排列，部署；打扮
arrest,0,0,n. 逮捕；监禁 vt. 逮捕；阻止；吸引 arrest: 拘捕|扣留|逮捕 arrest warrant: 逮捕证|逮捕令|通缉令 crack arrest: 止裂
arrival,0,0,n. 到来；到达；到达者 arrival: 到来|到达|抵达 arrival notice: 到达|抵埠通知|到货通知 international arrival: 国际抵达处|国际到达|国际航班到达
arrive,0,0,vi. 到达；成功；达成；出生 arrive: 抵达|队到达|到达到达抵达 arrive:: 到达 New Arrive: 新品
arrow,0,0,n. 箭，箭头；箭状物；箭头记号 vt. 以箭头指示；箭一般地飞向 Arrow: 箭牌|阿罗|箭头 arrow cap: 箭头帽 Broken Arrow: 断箭|断箭行动|折箭为盟
art,0,0,n. 艺术；美术；艺术品 v. 是（be的变体） adj. 艺术的；艺术品的 art: 艺术|技术 art gallery: 画廊|美术馆|艺术馆 Pop Art: 波普艺术|普普艺术|流行艺术
article,0,0,n. 文章；物品；条款；[语] 冠词 vt. 订约将…收为学徒或见习生；使…受协议条款的约束 vi. 签订协议；进行控告 article: 物品|记事|文章 definite article: 定冠词|定指冠词 article family: 文章族
articulate,0,0,adj. 发音清晰的；口才好的；有关节的 vt. 清晰地发（音）；明确有力地表达；用关节连接；使相互连贯 vi. 发音；清楚地讲话；用关节连接起来
artificial,0,0,adj. 人造的；仿造的；虚伪的；非原产地的；武断的 artificial: 人造的|仿……的|仿真的 artificial respiration: 人工呼吸|人工呼吸急救法|人工呼吸法 artificial brain: 仿真脑|人工脑|人工头脑
artist,0,0,n. 艺术家；美术家（尤指画家）；大师 artist: 大师|美术师|美工 artist:: 艺术家 Visual Artist: 视觉艺术家|视觉艺术
artistic,0,0,adj. 艺术的；风雅的；有美感的 Artistic: 艺术效果|艺术的|艺术型 Artistic score: 艺术分 artistic reflection: 艺术反映
ascend,0,0,vi. 上升；登高；追溯 vt. 攀登，上升
ascertain,0,0,vt. 确定；查明；探知
ash,0,0,n. 灰；灰烬 ash: 灰分|灰末|白蜡木 Ash valves: 排灰阀 ash pit: 灰坑|排渣槽|灰槽
ashamed,0,0,adj. 惭愧的，感到难为情的；耻于……的 ashamed: 惭愧的|为爱痴狂|羞愧的 So ashamed: 太羞愧了 T  Ashamed: 前卫金属
ashore,0,0,adv. 在岸上；向岸 adj. 在岸上的；在陆上的
Asia,0,0,n. 亚洲 Asia: 亚洲|亚细亚|蔡亚文 Asia Society: 亚洲协会|亚洲学会|亚洲社会 asia map: 亚洲地图
Asian,0,0,n. 亚洲人 adj. 亚洲的；亚洲人的 Asian: 亚洲人|亚洲的|亚裔 Asian Studies: 亚洲研究|亚洲研究学|亚洲研究所 Asian dollar: 亚洲美元|使用亚元|亚洲美圆
aside,0,0,prep. 在…旁边 n. 旁白；私语，悄悄话；离题的话 adv. 离开，撇开；在旁边 aside: 在旁边|旁白|到旁边 lay aside: 储蓄|留存|把……搁置一旁 brush aside: 扫除|漠视事实|无视
ask,0,0,vt. 问，询问；要求；需要；邀请；讨价 vi. 问，询问；要求 ASK: 美投神|幅移键控|要价 ask after: 探问|问候|询问 ASK   AmplitudeShiftKeying: 振幅移位键控法
asleep,0,0,adj. 睡着的；麻木的；长眠的 adv. 熟睡地；进入睡眠状态 asleep: 睡着的|睡熟的|死的 be asleep: 麻痹了|睡着了|睡着 fall asleep: 睡着|睡着了|睡觉
aspect,0,0,n. 方面；方向；形势；外貌 aspect: 面貌|方向|朝向 aspect card: 标号卡片|标记卡 aspect ration: 幅型比|纵横比
assault,0,0,n. 攻击；袭击 vt. 攻击；袭击 vi. 袭击；动武
assemble,0,0,vt. 集合，聚集；装配；收集 vi. 集合，聚集 assemble: 组装|装配|汇编 ASSEM assemble: 汇编|剪 linear assemble: 直线装配
assembly,0,0,n. 装配；集会，集合 assembly: 组装|大会|组配 Assembly line: 组装线|生产流水线|装配线 Assembly Language: 汇编语言|组合语言|汇编言语
assert,0,0,vt. 维护，坚持；断言；主张；声称
assess,0,0,vt. 评定；估价；对…征税 assess: 评估|评定|估计 assess v: 估定|评估 Performance Assess: 绩效考核
assign,0,0,vt. 分配；指派；[计][数] 赋值 vi. 将财产过户（尤指过户给债权人） assign: 分配|转让|指定 assign profiles: 指定色彩配置 Assign Renderer: 指定渲染器
assignment,0,0,n. 分配；任务；作业；功课 assignment: 作业|老师指定|转让 Assignment method: 转让方法|指定分配方法 assignment problem: 分配问题|指派问题|配置问题
assimilate,0,0,vt. 吸收；使同化；把…比作；使相似 vi. 吸收；同化
assist,0,0,n. 帮助；助攻 vi. 参加；出席 vt. 帮助；促进 assist: 辅助|助功|助杀 Side Assist: 助体系|车侧盲点警示系统 Assist Mode: 帮助模式
assistance,0,0,n. 援助，帮助；辅助设备 
assistant,0,0,n. 助手，助理，助教 adj. 辅助的，助理的；有帮助的 Assistant: 助教|助理|助手 research assistant: 助理研究员|研究助理|助研 Accounting Assistant: 会计助理|财务助理|实习生
